road_condition_score,traffic_score,weather_score,road_gradient,hauling_distance,truck_speed,shift,truck_id,loc_Front Kasovo,loc_Front Vatikan,loc_Front Wales,loc_Front Zambia
2.9,3.04,3.59,-0.41,7.97,29.4,0,5,False,False,False,True
3.58,2.6,4.14,0.0,12.44,35.02,0,18,False,True,False,False
3.27,2.88,3.74,0.25,5.82,21.45,1,12,False,False,False,False
2.9,3.04,3.59,-0.41,6.27,23.27,0,17,False,False,False,True
2.9,3.04,3.59,-0.41,4.81,27.77,0,14,False,False,False,True
3.27,2.88,3.74,0.25,6.83,33.33,1,3,False,False,False,False
2.9,3.04,3.59,-0.41,7.24,34.69,0,1,False,False,False,True
3.07,2.91,3.5,-0.01,5.28,26.61,0,6,False,False,True,False
3.34,2.7,3.83,-0.02,5.3,28.42,0,19,True,False,False,False
3.58,2.6,4.14,0.0,8.61,37.05,1,13,False,True,False,False
2.9,3.04,3.59,-0.41,4.33,26.31,1,2,False,False,False,True
3.58,2.6,4.14,0.0,4.5,27.24,0,11,False,True,False,False
3.07,2.91,3.5,-0.01,5.62,26.66,0,9,False,False,True,False
2.9,3.04,3.59,-0.41,3.98,23.19,0,11,False,False,False,True
3.27,2.88,3.74,0.25,4.48,24.79,1,11,False,False,False,False
3.27,2.88,3.74,0.25,9.99,33.98,1,13,False,False,False,False
3.34,2.7,3.83,-0.02,5.08,27.46,0,6,True,False,False,False
3.27,2.88,3.74,0.25,8.17,34.85,1,13,False,False,False,False
3.58,2.6,4.14,0.0,6.63,28.15,1,17,False,True,False,False
3.07,2.91,3.5,-0.01,5.09,29.68,1,19,False,False,True,False
3.07,2.91,3.5,-0.01,5.28,30.89,1,12,False,False,True,False
3.27,2.88,3.74,0.25,4.11,23.43,1,16,False,False,False,False
3.27,2.88,3.74,0.25,7.66,28.38,1,10,False,False,False,False
2.9,3.04,3.59,-0.41,5.12,26.71,0,19,False,False,False,True
3.34,2.7,3.83,-0.02,6.31,32.69,1,1,True,False,False,False
2.9,3.04,3.59,-0.41,5.34,26.54,0,14,False,False,False,True
3.07,2.91,3.5,-0.01,7.83,27.89,1,10,False,False,True,False
3.07,2.91,3.5,-0.01,6.58,29.72,0,7,False,False,True,False
3.34,2.7,3.83,-0.02,4.18,27.36,1,14,True,False,False,False
3.58,2.6,4.14,0.0,6.36,28.62,1,3,False,True,False,False
3.34,2.7,3.83,-0.02,7.17,31.37,1,15,True,False,False,False
3.34,2.7,3.83,-0.02,9.21,31.12,1,10,True,False,False,False
3.27,2.88,3.74,0.25,6.63,27.76,0,17,False,False,False,False
3.34,2.7,3.83,-0.02,7.83,34.1,0,15,True,False,False,False
3.58,2.6,4.14,0.0,8.05,30.53,0,13,False,True,False,False
3.07,2.91,3.5,-0.01,7.18,28.19,0,10,False,False,True,False
2.9,3.04,3.59,-0.41,6.77,31.44,0,3,False,False,False,True
3.58,2.6,4.14,0.0,4.05,24.56,1,2,False,True,False,False
3.34,2.7,3.83,-0.02,8.37,31.04,0,15,True,False,False,False
3.34,2.7,3.83,-0.02,8.45,37.47,0,8,True,False,False,False
3.27,2.88,3.74,0.25,9.39,31.06,1,5,False,False,False,False
3.27,2.88,3.74,0.25,7.75,37.79,0,15,False,False,False,False
2.9,3.04,3.59,-0.41,5.56,31.5,1,9,False,False,False,True
3.58,2.6,4.14,0.0,6.74,30.88,0,17,False,True,False,False
3.34,2.7,3.83,-0.02,4.36,26.41,0,2,True,False,False,False
3.58,2.6,4.14,0.0,7.86,31.64,0,15,False,True,False,False
3.27,2.88,3.74,0.25,8.64,39.18,0,8,False,False,False,False
3.27,2.88,3.74,0.25,10.54,37.51,1,13,False,False,False,False
3.34,2.7,3.83,-0.02,4.3,23.09,1,11,True,False,False,False
2.9,3.04,3.59,-0.41,6.17,28.55,0,7,False,False,False,True
2.9,3.04,3.59,-0.41,8.89,30.33,0,10,False,False,False,True
3.27,2.88,3.74,0.25,9.78,28.23,0,13,False,False,False,False
3.07,2.91,3.5,-0.01,4.14,24.4,1,16,False,False,True,False
2.9,3.04,3.59,-0.41,6.79,30.99,1,1,False,False,False,True
3.34,2.7,3.83,-0.02,5.78,26.88,0,9,True,False,False,False
2.9,3.04,3.59,-0.41,4.48,26.99,1,11,False,False,False,True
3.34,2.7,3.83,-0.02,10.42,32.58,0,18,True,False,False,False
3.58,2.6,4.14,0.0,7.75,34.53,0,13,False,True,False,False
3.34,2.7,3.83,-0.02,5.83,27.58,1,4,True,False,False,False
2.9,3.04,3.59,-0.41,9.08,33.37,0,13,False,False,False,True
3.58,2.6,4.14,0.0,3.99,25.69,1,16,False,True,False,False
3.34,2.7,3.83,-0.02,9.33,33.33,1,18,True,False,False,False
3.34,2.7,3.83,-0.02,5.87,28.5,1,4,True,False,False,False
2.9,3.04,3.59,-0.41,8.45,34.63,0,15,False,False,False,True
3.58,2.6,4.14,0.0,7.08,24.05,0,10,False,True,False,False
3.58,2.6,4.14,0.0,5.61,24.28,0,4,False,True,False,False
3.58,2.6,4.14,0.0,5.89,31.7,0,17,False,True,False,False
3.27,2.88,3.74,0.25,3.43,26.73,1,11,False,False,False,False
3.07,2.91,3.5,-0.01,5.18,28.57,1,19,False,False,True,False
2.9,3.04,3.59,-0.41,5.8,27.68,1,9,False,False,False,True
3.07,2.91,3.5,-0.01,7.59,30.61,0,3,False,False,True,False
3.07,2.91,3.5,-0.01,10.14,32.79,1,8,False,False,True,False
3.58,2.6,4.14,0.0,5.49,25.74,1,19,False,True,False,False
3.07,2.91,3.5,-0.01,4.65,29.34,0,0,False,False,True,False
2.9,3.04,3.59,-0.41,7.37,25.71,0,3,False,False,False,True
3.58,2.6,4.14,0.0,6.33,28.41,0,12,False,True,False,False
3.07,2.91,3.5,-0.01,7.37,31.13,1,3,False,False,True,False
3.34,2.7,3.83,-0.02,6.79,31.68,0,5,True,False,False,False
3.27,2.88,3.74,0.25,5.89,25.87,1,4,False,False,False,False
3.58,2.6,4.14,0.0,9.03,28.58,0,5,False,True,False,False
3.34,2.7,3.83,-0.02,6.2,30.27,0,17,True,False,False,False
3.34,2.7,3.83,-0.02,10.23,33.23,0,8,True,False,False,False
3.34,2.7,3.83,-0.02,8.09,38.55,1,13,True,False,False,False
3.34,2.7,3.83,-0.02,5.88,31.11,1,0,True,False,False,False
3.27,2.88,3.74,0.25,6.18,27.91,1,7,False,False,False,False
3.58,2.6,4.14,0.0,6.74,28.56,1,12,False,True,False,False
3.58,2.6,4.14,0.0,8.84,35.04,0,13,False,True,False,False
3.07,2.91,3.5,-0.01,8.71,39.97,0,18,False,False,True,False
3.07,2.91,3.5,-0.01,8.48,37.78,0,8,False,False,True,False
3.07,2.91,3.5,-0.01,7.47,32.53,1,13,False,False,True,False
3.34,2.7,3.83,-0.02,4.19,26.57,0,0,True,False,False,False
3.58,2.6,4.14,0.0,3.92,20.34,0,16,False,True,False,False
3.07,2.91,3.5,-0.01,5.44,26.7,1,7,False,False,True,False
3.34,2.7,3.83,-0.02,4.02,27.41,0,2,True,False,False,False
3.07,2.91,3.5,-0.01,6.46,26.91,1,9,False,False,True,False
3.34,2.7,3.83,-0.02,3.91,27.02,1,11,True,False,False,False
3.27,2.88,3.74,0.25,8.71,39.97,1,18,False,False,False,False
2.9,3.04,3.59,-0.41,6.53,30.61,1,12,False,False,False,True
3.27,2.88,3.74,0.25,5.75,24.85,1,4,False,False,False,False
3.07,2.91,3.5,-0.01,4.94,25.57,1,14,False,False,True,False
2.9,3.04,3.59,-0.41,4.55,29.65,0,0,False,False,False,True
3.07,2.91,3.5,-0.01,6.7,29.13,0,17,False,False,True,False
2.9,3.04,3.59,-0.41,6.56,27.09,1,4,False,False,False,True
3.58,2.6,4.14,0.0,6.24,25.49,1,12,False,True,False,False
3.07,2.91,3.5,-0.01,4.01,25.39,1,16,False,False,True,False
3.07,2.91,3.5,-0.01,5.94,25.06,0,0,False,False,True,False
3.34,2.7,3.83,-0.02,6.32,27.74,0,17,True,False,False,False
3.07,2.91,3.5,-0.01,5.13,27.84,0,6,False,False,True,False
3.34,2.7,3.83,-0.02,5.59,25.16,0,19,True,False,False,False
3.27,2.88,3.74,0.25,3.9,24.26,1,11,False,False,False,False
3.27,2.88,3.74,0.25,8.53,33.89,1,18,False,False,False,False
3.34,2.7,3.83,-0.02,5.9,29.54,0,19,True,False,False,False
3.34,2.7,3.83,-0.02,6.1,29.17,0,17,True,False,False,False
3.58,2.6,4.14,0.0,5.04,28.83,1,14,False,True,False,False
3.27,2.88,3.74,0.25,6.38,35.5,0,10,False,False,False,False
3.34,2.7,3.83,-0.02,5.85,27.4,0,4,True,False,False,False
3.07,2.91,3.5,-0.01,6.34,25.24,1,9,False,False,True,False
3.34,2.7,3.83,-0.02,8.6,28.66,1,3,True,False,False,False
3.07,2.91,3.5,-0.01,6.74,32.66,0,7,False,False,True,False
3.58,2.6,4.14,0.0,7.09,26.84,1,4,False,True,False,False
3.58,2.6,4.14,0.0,4.26,27.7,0,11,False,True,False,False
3.34,2.7,3.83,-0.02,9.25,35.6,1,18,True,False,False,False
3.58,2.6,4.14,0.0,8.9,31.35,1,18,False,True,False,False
2.9,3.04,3.59,-0.41,4.26,26.54,1,11,False,False,False,True
3.34,2.7,3.83,-0.02,3.71,22.28,1,16,True,False,False,False
3.07,2.91,3.5,-0.01,5.4,24.36,0,4,False,False,True,False
3.58,2.6,4.14,0.0,7.2,30.28,0,15,False,True,False,False
3.07,2.91,3.5,-0.01,9.01,31.12,0,8,False,False,True,False
2.9,3.04,3.59,-0.41,4.7,28.62,0,14,False,False,False,True
3.58,2.6,4.14,0.0,6.75,29.25,1,17,False,True,False,False
3.34,2.7,3.83,-0.02,7.78,33.19,1,5,True,False,False,False
3.27,2.88,3.74,0.25,8.49,29.91,1,8,False,False,False,False
3.58,2.6,4.14,0.0,3.63,20.16,0,16,False,True,False,False
3.34,2.7,3.83,-0.02,8.38,28.96,1,15,True,False,False,False
3.07,2.91,3.5,-0.01,4.29,26.11,1,2,False,False,True,False
3.34,2.7,3.83,-0.02,5.08,24.44,1,6,True,False,False,False
3.27,2.88,3.74,0.25,5.86,30.68,0,4,False,False,False,False
2.9,3.04,3.59,-0.41,4.37,22.54,1,11,False,False,False,True
2.9,3.04,3.59,-0.41,8.73,29.74,0,13,False,False,False,True
3.27,2.88,3.74,0.25,7.87,27.78,1,15,False,False,False,False
3.07,2.91,3.5,-0.01,6.85,32.01,1,3,False,False,True,False
3.07,2.91,3.5,-0.01,8.54,31.14,0,13,False,False,True,False
3.34,2.7,3.83,-0.02,8.82,39.31,1,18,True,False,False,False
3.07,2.91,3.5,-0.01,6.87,32.94,1,1,False,False,True,False
3.27,2.88,3.74,0.25,8.65,30.53,0,18,False,False,False,False
3.27,2.88,3.74,0.25,6.13,27.14,0,12,False,False,False,False
2.9,3.04,3.59,-0.41,6.87,25.67,0,1,False,False,False,True
2.9,3.04,3.59,-0.41,6.43,28.43,0,17,False,False,False,True
3.27,2.88,3.74,0.25,3.8,26.42,1,11,False,False,False,False
2.9,3.04,3.59,-0.41,4.42,24.62,1,2,False,False,False,True
3.58,2.6,4.14,0.0,9.46,29.11,1,13,False,True,False,False
3.58,2.6,4.14,0.0,6.26,31.88,0,15,False,True,False,False
2.9,3.04,3.59,-0.41,4.56,23.0,0,2,False,False,False,True
3.58,2.6,4.14,0.0,5.97,31.49,0,3,False,True,False,False
2.9,3.04,3.59,-0.41,7.31,28.97,0,3,False,False,False,True
2.9,3.04,3.59,-0.41,4.57,26.48,1,11,False,False,False,True
2.9,3.04,3.59,-0.41,8.37,30.79,1,5,False,False,False,True
2.9,3.04,3.59,-0.41,6.23,30.35,1,12,False,False,False,True
3.34,2.7,3.83,-0.02,6.83,32.69,1,7,True,False,False,False
2.9,3.04,3.59,-0.41,5.64,24.88,0,14,False,False,False,True
3.34,2.7,3.83,-0.02,3.83,21.1,1,16,True,False,False,False
3.07,2.91,3.5,-0.01,4.35,24.96,0,2,False,False,True,False
3.58,2.6,4.14,0.0,9.32,32.3,0,18,False,True,False,False
3.58,2.6,4.14,0.0,9.07,31.05,0,15,False,True,False,False
2.9,3.04,3.59,-0.41,6.44,31.61,0,7,False,False,False,True
3.58,2.6,4.14,0.0,4.72,29.24,1,9,False,True,False,False
3.27,2.88,3.74,0.25,6.02,25.73,0,9,False,False,False,False
3.27,2.88,3.74,0.25,10.85,31.04,1,18,False,False,False,False
3.34,2.7,3.83,-0.02,8.52,31.52,1,5,True,False,False,False
2.9,3.04,3.59,-0.41,5.28,27.01,1,19,False,False,False,True
3.34,2.7,3.83,-0.02,7.3,33.57,0,15,True,False,False,False
3.34,2.7,3.83,-0.02,5.94,31.99,1,9,True,False,False,False
3.58,2.6,4.14,0.0,8.72,32.71,0,13,False,True,False,False
3.58,2.6,4.14,0.0,4.99,29.07,0,0,False,True,False,False
2.9,3.04,3.59,-0.41,5.45,29.59,1,9,False,False,False,True
3.34,2.7,3.83,-0.02,8.81,26.97,0,5,True,False,False,False
3.07,2.91,3.5,-0.01,6.66,27.33,0,17,False,False,True,False
3.07,2.91,3.5,-0.01,6.52,26.86,0,1,False,False,True,False
2.9,3.04,3.59,-0.41,5.66,30.16,0,19,False,False,False,True
3.34,2.7,3.83,-0.02,5.13,27.02,1,0,True,False,False,False
3.07,2.91,3.5,-0.01,5.57,26.84,1,4,False,False,True,False
3.07,2.91,3.5,-0.01,5.94,30.26,0,17,False,False,True,False
3.58,2.6,4.14,0.0,4.7,25.48,0,2,False,True,False,False
3.27,2.88,3.74,0.25,4.48,26.55,0,11,False,False,False,False
3.27,2.88,3.74,0.25,4.51,24.28,1,6,False,False,False,False
3.34,2.7,3.83,-0.02,8.14,29.5,1,15,True,False,False,False
3.27,2.88,3.74,0.25,5.31,31.0,0,0,False,False,False,False
3.58,2.6,4.14,0.0,9.85,38.32,0,18,False,True,False,False
3.34,2.7,3.83,-0.02,5.26,30.14,0,9,True,False,False,False
2.9,3.04,3.59,-0.41,5.89,22.17,0,9,False,False,False,True
3.27,2.88,3.74,0.25,5.86,30.68,1,4,False,False,False,False
3.07,2.91,3.5,-0.01,7.78,30.42,0,10,False,False,True,False
3.34,2.7,3.83,-0.02,8.11,35.25,1,15,True,False,False,False
3.27,2.88,3.74,0.25,4.31,19.82,0,16,False,False,False,False
3.07,2.91,3.5,-0.01,4.05,24.31,1,11,False,False,True,False
3.27,2.88,3.74,0.25,3.73,31.68,0,14,False,False,False,False
3.27,2.88,3.74,0.25,7.32,34.67,1,15,False,False,False,False
3.58,2.6,4.14,0.0,4.61,23.21,0,2,False,True,False,False
3.58,2.6,4.14,0.0,6.62,29.43,1,5,False,True,False,False
3.27,2.88,3.74,0.25,5.53,26.39,1,12,False,False,False,False
3.58,2.6,4.14,0.0,8.67,34.44,0,8,False,True,False,False
2.9,3.04,3.59,-0.41,3.81,22.97,1,11,False,False,False,True
3.34,2.7,3.83,-0.02,5.2,31.69,0,4,True,False,False,False
3.07,2.91,3.5,-0.01,8.14,27.6,0,10,False,False,True,False
3.27,2.88,3.74,0.25,4.55,25.23,1,2,False,False,False,False
3.34,2.7,3.83,-0.02,8.27,30.74,1,15,True,False,False,False
3.58,2.6,4.14,0.0,6.33,25.21,1,17,False,True,False,False
2.9,3.04,3.59,-0.41,6.83,32.47,1,10,False,False,False,True
3.07,2.91,3.5,-0.01,5.47,32.48,1,9,False,False,True,False
3.07,2.91,3.5,-0.01,8.02,27.48,0,1,False,False,True,False
2.9,3.04,3.59,-0.41,8.75,30.55,0,5,False,False,False,True
3.34,2.7,3.83,-0.02,6.44,29.6,1,7,True,False,False,False
3.07,2.91,3.5,-0.01,6.85,32.01,1,3,False,False,True,False
3.58,2.6,4.14,0.0,6.1,27.28,0,12,False,True,False,False
3.34,2.7,3.83,-0.02,5.87,28.42,1,4,True,False,False,False
3.07,2.91,3.5,-0.01,5.59,22.74,1,4,False,False,True,False
3.34,2.7,3.83,-0.02,5.48,33.4,0,0,True,False,False,False
3.34,2.7,3.83,-0.02,4.26,27.67,0,6,True,False,False,False
3.58,2.6,4.14,0.0,4.99,23.0,0,2,False,True,False,False
2.9,3.04,3.59,-0.41,7.91,31.66,0,10,False,False,False,True
3.07,2.91,3.5,-0.01,5.75,28.77,1,17,False,False,True,False
3.07,2.91,3.5,-0.01,4.66,20.86,1,2,False,False,True,False
3.27,2.88,3.74,0.25,4.98,25.82,1,14,False,False,False,False
3.34,2.7,3.83,-0.02,6.03,31.51,0,10,True,False,False,False
3.27,2.88,3.74,0.25,8.12,32.7,0,15,False,False,False,False
3.27,2.88,3.74,0.25,6.28,31.76,0,17,False,False,False,False
3.07,2.91,3.5,-0.01,7.21,34.19,1,3,False,False,True,False
2.9,3.04,3.59,-0.41,7.7,29.79,0,15,False,False,False,True
3.58,2.6,4.14,0.0,4.04,24.21,0,11,False,True,False,False
3.07,2.91,3.5,-0.01,4.97,31.93,1,9,False,False,True,False
3.58,2.6,4.14,0.0,3.62,22.8,0,11,False,True,False,False
3.34,2.7,3.83,-0.02,5.35,25.01,1,19,True,False,False,False
3.07,2.91,3.5,-0.01,4.63,24.59,1,16,False,False,True,False
3.07,2.91,3.5,-0.01,5.39,25.97,1,19,False,False,True,False
3.58,2.6,4.14,0.0,5.56,31.5,0,9,False,True,False,False
3.58,2.6,4.14,0.0,7.15,33.04,0,10,False,True,False,False
3.58,2.6,4.14,0.0,7.13,29.35,1,1,False,True,False,False
3.07,2.91,3.5,-0.01,5.76,29.99,1,12,False,False,True,False
3.27,2.88,3.74,0.25,5.01,26.54,0,6,False,False,False,False
3.34,2.7,3.83,-0.02,7.08,24.05,0,10,True,False,False,False
3.58,2.6,4.14,0.0,10.8,32.28,0,18,False,True,False,False
3.07,2.91,3.5,-0.01,8.18,35.69,1,15,False,False,True,False
3.07,2.91,3.5,-0.01,7.97,29.4,1,5,False,False,True,False
3.27,2.88,3.74,0.25,8.21,33.04,0,13,False,False,False,False
3.07,2.91,3.5,-0.01,7.23,33.92,1,10,False,False,True,False
3.07,2.91,3.5,-0.01,10.11,32.15,1,8,False,False,True,False
3.27,2.88,3.74,0.25,3.85,23.69,0,6,False,False,False,False
2.9,3.04,3.59,-0.41,5.61,21.42,0,9,False,False,False,True
3.58,2.6,4.14,0.0,7.9,30.01,0,13,False,True,False,False
2.9,3.04,3.59,-0.41,5.95,28.29,1,19,False,False,False,True
3.07,2.91,3.5,-0.01,4.65,26.77,0,6,False,False,True,False
3.34,2.7,3.83,-0.02,6.64,28.49,1,12,True,False,False,False
3.07,2.91,3.5,-0.01,4.22,25.68,0,11,False,False,True,False
3.34,2.7,3.83,-0.02,4.36,24.48,0,2,True,False,False,False
2.9,3.04,3.59,-0.41,4.88,27.59,1,19,False,False,False,True
3.27,2.88,3.74,0.25,6.5,28.37,1,17,False,False,False,False
3.58,2.6,4.14,0.0,4.12,23.93,0,2,False,True,False,False
2.9,3.04,3.59,-0.41,5.7,30.38,0,4,False,False,False,True
2.9,3.04,3.59,-0.41,6.86,28.85,0,17,False,False,False,True
3.34,2.7,3.83,-0.02,6.07,24.68,1,4,True,False,False,False
3.58,2.6,4.14,0.0,6.72,22.77,1,1,False,True,False,False
3.58,2.6,4.14,0.0,4.2,22.57,0,16,False,True,False,False
3.34,2.7,3.83,-0.02,9.03,35.6,0,8,True,False,False,False
3.34,2.7,3.83,-0.02,4.53,26.79,1,6,True,False,False,False
3.58,2.6,4.14,0.0,4.31,24.25,1,6,False,True,False,False
2.9,3.04,3.59,-0.41,6.37,32.19,1,3,False,False,False,True
3.07,2.91,3.5,-0.01,8.18,35.69,0,15,False,False,True,False
3.58,2.6,4.14,0.0,7.91,32.76,0,5,False,True,False,False
3.27,2.88,3.74,0.25,7.21,28.51,0,5,False,False,False,False
2.9,3.04,3.59,-0.41,8.78,33.06,1,5,False,False,False,True
3.58,2.6,4.14,0.0,6.45,24.71,1,17,False,True,False,False
2.9,3.04,3.59,-0.41,3.91,27.02,1,11,False,False,False,True
3.07,2.91,3.5,-0.01,6.69,28.39,0,7,False,False,True,False
2.9,3.04,3.59,-0.41,4.2,29.86,0,14,False,False,False,True
3.34,2.7,3.83,-0.02,6.97,34.17,1,15,True,False,False,False
3.58,2.6,4.14,0.0,6.99,33.88,1,15,False,True,False,False
2.9,3.04,3.59,-0.41,4.21,21.61,1,11,False,False,False,True
3.27,2.88,3.74,0.25,5.97,28.3,1,9,False,False,False,False
3.27,2.88,3.74,0.25,4.32,23.11,1,2,False,False,False,False
3.27,2.88,3.74,0.25,4.39,24.85,1,11,False,False,False,False
3.27,2.88,3.74,0.25,7.35,28.39,0,3,False,False,False,False
3.27,2.88,3.74,0.25,6.1,28.23,0,12,False,False,False,False
2.9,3.04,3.59,-0.41,5.23,27.84,1,9,False,False,False,True
3.34,2.7,3.83,-0.02,4.51,24.94,1,6,True,False,False,False
3.58,2.6,4.14,0.0,4.2,28.5,0,11,False,True,False,False
3.34,2.7,3.83,-0.02,6.53,26.02,1,7,True,False,False,False
3.07,2.91,3.5,-0.01,6.04,32.55,1,17,False,False,True,False
3.58,2.6,4.14,0.0,6.4,36.82,1,13,False,True,False,False
2.9,3.04,3.59,-0.41,7.7,34.34,0,15,False,False,False,True
3.27,2.88,3.74,0.25,8.92,31.81,0,5,False,False,False,False
3.27,2.88,3.74,0.25,6.09,29.96,0,17,False,False,False,False
2.9,3.04,3.59,-0.41,4.46,27.02,1,16,False,False,False,True
3.58,2.6,4.14,0.0,6.44,27.94,0,7,False,True,False,False
3.27,2.88,3.74,0.25,5.33,33.21,1,17,False,False,False,False
3.07,2.91,3.5,-0.01,10.46,35.59,1,18,False,False,True,False
3.07,2.91,3.5,-0.01,8.51,35.79,1,5,False,False,True,False
3.07,2.91,3.5,-0.01,9.26,32.82,1,5,False,False,True,False
3.07,2.91,3.5,-0.01,7.59,29.58,1,10,False,False,True,False
3.58,2.6,4.14,0.0,8.06,34.31,1,13,False,True,False,False
3.34,2.7,3.83,-0.02,6.07,27.52,1,9,True,False,False,False
3.07,2.91,3.5,-0.01,9.28,31.21,0,13,False,False,True,False
3.27,2.88,3.74,0.25,5.43,24.33,1,6,False,False,False,False
3.58,2.6,4.14,0.0,5.31,29.38,0,19,False,True,False,False
3.34,2.7,3.83,-0.02,4.99,27.52,0,14,True,False,False,False
2.9,3.04,3.59,-0.41,6.49,28.46,0,4,False,False,False,True
3.58,2.6,4.14,0.0,8.52,35.9,1,13,False,True,False,False
3.27,2.88,3.74,0.25,3.99,20.42,1,11,False,False,False,False
3.34,2.7,3.83,-0.02,5.6,24.98,1,0,True,False,False,False
2.9,3.04,3.59,-0.41,5.98,23.0,1,7,False,False,False,True
3.07,2.91,3.5,-0.01,7.06,28.05,0,1,False,False,True,False
2.9,3.04,3.59,-0.41,5.43,30.3,0,9,False,False,False,True
3.58,2.6,4.14,0.0,7.49,31.33,0,10,False,True,False,False
3.07,2.91,3.5,-0.01,6.45,36.81,1,3,False,False,True,False
3.58,2.6,4.14,0.0,6.2,25.96,1,17,False,True,False,False
2.9,3.04,3.59,-0.41,5.74,27.96,1,14,False,False,False,True
2.9,3.04,3.59,-0.41,6.96,29.5,1,5,False,False,False,True
3.27,2.88,3.74,0.25,6.21,30.09,1,12,False,False,False,False
3.34,2.7,3.83,-0.02,4.02,27.41,1,2,True,False,False,False
3.58,2.6,4.14,0.0,5.27,25.65,0,0,False,True,False,False
2.9,3.04,3.59,-0.41,3.83,21.1,0,16,False,False,False,True
3.58,2.6,4.14,0.0,8.9,30.55,0,8,False,True,False,False
3.34,2.7,3.83,-0.02,4.71,26.44,0,14,True,False,False,False
3.07,2.91,3.5,-0.01,6.5,25.71,1,4,False,False,True,False
3.07,2.91,3.5,-0.01,6.02,29.96,1,9,False,False,True,False
3.27,2.88,3.74,0.25,4.7,27.79,1,14,False,False,False,False
3.58,2.6,4.14,0.0,4.41,24.58,0,11,False,True,False,False
3.27,2.88,3.74,0.25,4.34,24.23,0,11,False,False,False,False
3.27,2.88,3.74,0.25,4.3,24.97,1,2,False,False,False,False
2.9,3.04,3.59,-0.41,6.82,30.72,0,3,False,False,False,True
2.9,3.04,3.59,-0.41,6.78,29.8,0,15,False,False,False,True
3.34,2.7,3.83,-0.02,9.21,31.12,0,10,True,False,False,False
2.9,3.04,3.59,-0.41,6.08,27.52,1,19,False,False,False,True
3.34,2.7,3.83,-0.02,4.72,28.38,0,2,True,False,False,False
3.07,2.91,3.5,-0.01,6.49,26.42,1,12,False,False,True,False
3.07,2.91,3.5,-0.01,6.43,28.43,1,17,False,False,True,False
3.27,2.88,3.74,0.25,9.4,32.94,1,8,False,False,False,False
3.27,2.88,3.74,0.25,4.42,28.35,1,14,False,False,False,False
2.9,3.04,3.59,-0.41,6.43,28.62,1,17,False,False,False,True
3.34,2.7,3.83,-0.02,5.25,26.27,1,0,True,False,False,False
3.27,2.88,3.74,0.25,6.99,27.34,1,17,False,False,False,False
3.07,2.91,3.5,-0.01,6.65,33.46,0,3,False,False,True,False
3.07,2.91,3.5,-0.01,4.06,27.48,0,11,False,False,True,False
3.34,2.7,3.83,-0.02,5.32,30.91,1,0,True,False,False,False
2.9,3.04,3.59,-0.41,5.69,29.87,0,0,False,False,False,True
2.9,3.04,3.59,-0.41,4.03,25.96,0,6,False,False,False,True
3.27,2.88,3.74,0.25,7.28,35.4,0,15,False,False,False,False
3.27,2.88,3.74,0.25,4.04,22.34,1,16,False,False,False,False
3.07,2.91,3.5,-0.01,4.64,25.86,1,14,False,False,True,False
3.07,2.91,3.5,-0.01,4.3,24.97,0,2,False,False,True,False
2.9,3.04,3.59,-0.41,4.69,28.33,0,0,False,False,False,True
3.27,2.88,3.74,0.25,4.76,29.12,0,2,False,False,False,False
3.27,2.88,3.74,0.25,5.33,21.83,0,9,False,False,False,False
3.07,2.91,3.5,-0.01,7.57,27.83,0,3,False,False,True,False
3.07,2.91,3.5,-0.01,6.24,28.31,0,7,False,False,True,False
3.27,2.88,3.74,0.25,5.79,32.6,1,17,False,False,False,False
3.27,2.88,3.74,0.25,6.56,36.65,0,3,False,False,False,False
2.9,3.04,3.59,-0.41,4.87,25.95,1,11,False,False,False,True
3.07,2.91,3.5,-0.01,6.29,26.05,0,12,False,False,True,False
3.58,2.6,4.14,0.0,9.6,35.49,0,8,False,True,False,False
3.58,2.6,4.14,0.0,6.45,26.45,1,17,False,True,False,False
3.34,2.7,3.83,-0.02,6.22,28.57,0,1,True,False,False,False
3.34,2.7,3.83,-0.02,4.42,21.54,1,6,True,False,False,False
2.9,3.04,3.59,-0.41,7.04,31.47,1,1,False,False,False,True
3.58,2.6,4.14,0.0,8.31,33.37,0,8,False,True,False,False
3.07,2.91,3.5,-0.01,4.73,18.92,0,6,False,False,True,False
3.07,2.91,3.5,-0.01,5.89,25.87,0,4,False,False,True,False
3.07,2.91,3.5,-0.01,4.57,22.82,0,11,False,False,True,False
3.07,2.91,3.5,-0.01,8.24,36.62,0,3,False,False,True,False
2.9,3.04,3.59,-0.41,5.1,28.57,1,4,False,False,False,True
3.07,2.91,3.5,-0.01,5.51,30.03,1,12,False,False,True,False
3.27,2.88,3.74,0.25,5.05,24.65,0,14,False,False,False,False
3.58,2.6,4.14,0.0,9.77,33.81,1,8,False,True,False,False
2.9,3.04,3.59,-0.41,6.6,31.28,1,17,False,False,False,True
3.27,2.88,3.74,0.25,8.32,30.73,1,5,False,False,False,False
3.07,2.91,3.5,-0.01,6.89,31.21,0,7,False,False,True,False
3.07,2.91,3.5,-0.01,4.73,24.33,1,19,False,False,True,False
3.58,2.6,4.14,0.0,5.81,29.85,1,17,False,True,False,False
2.9,3.04,3.59,-0.41,8.72,32.03,0,13,False,False,False,True
3.58,2.6,4.14,0.0,4.36,28.43,1,2,False,True,False,False
3.34,2.7,3.83,-0.02,4.58,25.65,1,14,True,False,False,False
